"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Antigua and Barbuda","ATG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4394102096558","","","11.7015399932861","","","","","","","6.92814016342163","","","10.143256187439","10.7302341461182","9.85048580169678","7.7613525390625","7.65078210830688","7.60233497619629","8.54178714752197","9.45058059692383","9.27350902557373","10.4093370437622","10.2994956970215",
"Australia","AUS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1262369155884","14.4271249771118","15.1369657516479","15.522066116333","15.5881443023682","15.4839677810669","15.7948751449585","15.5906085968018","15.0610361099243","15.0429792404175","14.7641553878784","17.0788192749023","17.0881729125977","15.357141494751","15.5233373641968","14.9941806793213","14.8430862426758","14.8486747741699","14.8056526184082","15.062949180603","15.2451992034912","14.3882093429565","13.131422996521","",
"Austria","AUT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9002161026001","9.88414573669434","10.3714122772217","10.2366361618042","10.3358402252197","10.2170248031616","10.1091136932373","10.1529273986816","10.2627859115601","9.15046119689941","9.39920520782471","9.53390502929688","9.52635955810547","9.72220516204834","9.45856857299805","9.69365501403809","9.80349922180176","9.77025699615479","9.73365116119385","9.42200183868408","9.65059852600098","9.77871322631836","9.81950569152832","9.81190967559814","9.8905029296875","8.96463680267334","8.84664344787598","",
"Azerbaijan","AZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.50422096252441","10.0456657409668","9.18668842315674","7.77654981613159","7.73798894882202","7.11869239807129","7.69959688186646","8.26628303527832","9.44595050811768","7.82062816619873","8.45423603057861","8.59315299987793","9.80201053619385","10.7886276245117","13.0001859664917",
"Burundi","BDI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8640308380127","18.1227207183838","","16.7564392089844","23.7924404144287","16.7136001586914","","","13.5186395645142","10.7352600097656","11.4331302642822","12.4860801696777","","9.17908000946045","10.9592695236206","","","12.6155395507812","16.3016891479492","16.5881004333496","14.9792995452881","16.4283199310303","17.2432594299316","23.8400001525879","27.4972400665283","20.784610748291","19.7648506164551","19.5192604064941","21.2221660614014","20.7419528961182","20.4385395050049","20.6370830535889",
"Belgium","BEL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0044212341309","11.1524782180786","11.2715930938721","11.5008249282837","11.4194593429565","11.2052040100098","11.5008573532104","11.6047554016113","11.5436449050903","11.4161128997803","10.9779834747314","11.5367441177368","11.3690233230591","11.2771291732788","11.1327447891235","11.2154445648193","11.2295703887939","11.0699214935303","11.3517208099365","11.3424959182739","11.7361478805542","11.6954307556152","11.9768667221069","11.8788394927979","11.8170013427734","11.1489362716675","11.3198261260986","",
"Benin","BEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4617404937744","17.8851890563965","13.5131998062134","15.3105802536011","14.1290798187256","16.6825294494629","19.2139492034912","18.7903900146484","19.7096099853516","14.9486904144287","19.0885791778564","18.1756191253662","26.1439609527588","20.9599990844727","25.0213108062744","22.3412208557129","22.227710723877","17.4795207977295","18.7914009094238","19.8796501159668","17.7091808319092","18.4406833648682","","17.5955581665039","17.1879959106445",
"Burkina Faso","BFA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21282005310059","","","","","","19.9496803283691","","7.34017992019653","","","","","","","","","19.4941902160645","18.2017002105713","17.8638191223145","","","16.1728191375732","19.5006103515625","15.8953800201416","16.1652793884277","19.3681106567383","18.0270805358887","","21.4440002441406","22.661169052124","20.8894500732422","21.1117172241211","21.561954498291","21.9580974578857",
"Bangladesh","BGD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","5.26359987258911","6.63402986526489","6.39411020278931","6.47325992584229","8.08761978149414","8.38862991333008","9.13004970550537","10.4684295654297","","","11.191029548645","11.0621004104614","12.5366697311401","12.1138496398926","","","","15.1968698501587","","18.129789352417","20.4904193878174","18.5847797393799","15.6937999725342","16.6816291809082","15.9531202316284","","17.3365306854248","18.1534004211426","17.8161907196045","14.0298700332642","","16.7939701080322","12.277943611145","11.8120946884155","13.3063278198242","12.0441026687622","13.9817361831665","13.8549823760986","11.9579200744629","11.3293676376343","10.3874378204346","10.221302986145","11.7342882156372",
"Bulgaria","BGR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12325954437256","10.9380292892456","11.9182796478271","10.8772258758545","9.27444458007812","11.4207429885864","8.89816570281982","10.5071325302124","9.74993801116943","9.97500324249268","9.81768417358398","8.92736148834229","9.55589771270752","10.7672672271729","10.4770545959473","11.2711486816406","10.7262678146362","9.52760219573975","10.652626991272","10.3638000488281","9.88965129852295","9.98612213134766","9.66042137145996","9.75960445404053","9.427565574646","9.69010066986084","9.763916015625","10.1444025039673","9.54122543334961","10.4822626113892","9.45689678192139","10.561671257019","",
"Bahrain","BHR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9186601638794","11.0267295837402","10.5586700439453","","","","8.17982959747314","7.45860004425049","8.6840295791626","7.32818984985352","10.7163515090942","7.22384977340698","10.8244371414185","9.86910152435303","9.36690330505371","9.08058261871338","9.29553604125977",
"Bahamas, The","BHS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7652893066406","","","","","","","","","","12.4952259063721","12.3615016937256","13.0437307357788","12.142466545105","12.7203388214111","12.4450998306274","12.103554725647","11.7079401016235","12.6787691116333","11.2915163040161","12.1819257736206","12.282262802124","11.4419317245483",
"Bosnia and Herzegovina","BIH","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9697122573853","14.3527898788452","14.2633962631226","14.2933788299561","13.091724395752","12.1249322891235","12.179817199707","13.4379816055298","14.5316724777222","13.0864067077637","12.7738304138184","13.520544052124","13.0505609512329","13.5779962539673","12.978702545166","13.2640409469604","13.0782632827759","12.8703756332397","","",
"Belize","BLZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2827091217041","15.6122598648071","18.3053703308105","","16.0251903533936","16.3242797851562","","","","19.4965991973877","22.0576095581055","22.6104698181152","21.5642700195312","21.2301216125488","23.1328201293945","21.5630798339844","21.59255027771","20.4853000640869","21.5186595916748","22.149019241333","22.2200603485107","18.9935398101807","17.9535694122314","17.8313503265381",
"Bermuda","BMU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.036600112915","11.1138496398926","12.1054000854492","","","","13.9704303741455","12.9342403411865","","","","7.79644012451172","9.01879978179932","11.5969800949097","7.77346992492676","11.838062286377","12.4423589706421","12.2863397598267","13.2497959136963","11.5319862365723",
"Bolivia","BOL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5667705535889","20.5818996429443","19.0274791717529","21.1472702026367","22.1394195556641","18.2445392608643","18.3915691375732","17.7025108337402","17.2877807617188","18.2627696990967","20.4127101898193","20.978630065918","21.6094303131104","22.434139251709","22.2169208526611","","10.7916116714478",
"Brazil","BRA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8874597549438","9.56474018096924","11.0118398666382","10.7143001556396","9.70273971557617","","10.4913997650146","11.3028001785278","12.46409034729","13.2486295700073","13.9348096847534","14.7562398910522","14.2857599258423","14.8528299331665","15.1819095611572","15.1333303451538","14.994270324707","14.4729900360107","14.2440204620361","14.8050603866577","14.3790798187256","14.0601997375488","12.2794599533081","","",
"Barbados","BRB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1681995391846","22.1503505706787","26.8888206481934","24.7244892120361","18.5845603942871","18.6181392669678","18.2429790496826","","17.2209701538086","15.7106504440308","16.1005802154541","18.0963306427002","","16.7026901245117","14.844820022583","17.4510593414307","18.5185527801514","13.3624496459961","12.879150390625","16.3585720062256","13.8598604202271","16.1424694061279","14.8447303771973","12.7232999801636",
"Brunei Darussalam","BRN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","13.0709896087646","11.2389698028564","","","","","9.58600997924805","11.8434295654297","10.0657901763916","8.71026992797852","8.22681999206543","9.18062973022461","9.27600002288818","","","","","8.76089000701904","8.89342975616455","8.92074012756348","","","","","","","","","","5.30208015441895","9.18218994140625","9.72642040252686","","9.98460006713867","","11.4419498443604","","","","","","",
"Bhutan","BTN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9203901290894","13.2260999679565","","","18.6066303253174","22.8328609466553","","","15.1049098968506","12.8447103500366","10.2955198287964","11.3875102996826","","15.6869497299194","17.4541397094727","19.9053230285645","18.2254676818848","19.4520702362061","17.2065887451172","18.0860347747803","18.5493354797363","15.7097816467285","19.6539344787598",
"Botswana","BWA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.2215700149536","15.3849096298218","15.2744998931885","15.3618698120117","16.5558395385742","15.8807497024536","","16.3669109344482","","16.1698703765869","","","","","","","","","","","","","25.8235301971436","","26.5077896118164","","20.4773998260498","23.5505275726318","24.1944999694824","22.9116344451904","20.9129199981689","22.6601257324219","21.6581592559814","22.0042915344238","21.5209445953369","21.3199825286865","22.3420009613037","21.465087890625","","",
"Central African Republic","CAF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1400804519653","9.92337036132812","","","","","","","","8.94931983947754","9.93076992034912","","9.21473026275635","12.0280199050903","12.0644598007202","9.68047046661377","10.0542402267456","9.86948013305664","7.8600001335144","7.84172010421753","6.47537994384766","7.8254599571228","10.616569519043","8.0834436416626","9.38718795776367","8.38674163818359","7.31902170181274","8.89505004882812","9.13549613952637","9.79781246185303","9.78244304656982","9.08869171142578","10.7420520782471",
"Canada","CAN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4984664916992","12.5725317001343","12.6209001541138","12.7131490707397","12.8579139709473","13.002293586731","12.9890079498291","12.7445983886719","12.6629419326782","12.9404630661011","12.9341850280762","12.6524801254272","9.87754249572754","11.0546884536743","11.0546884536743",
"Central Europe and the Baltics","CEB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4207429885864","11.3067626953125","10.8694581985474","11.3865308761597","11.1403837203979","11.2330541610718","11.3520240783691","12.5106134414673","13.0513229370117","12.0897092819214","12.1468019485474","11.8212118148804","11.0570459365845","11.3391313552856","10.7116813659668","11.2314052581787","10.6301145553589","10.8154163360596","10.6200428009033","10.6503143310547","10.4988613128662","10.6055021286011","10.8394899368286","11.2675294876099","11.8427038192749","10.6044521331787","10.8769035339355","",
"Switzerland","CHE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4940900802612","15.5292482376099","15.3484115600586","14.8963422775269","14.7339468002319","14.7856245040894","14.5701904296875","14.3693237304688","14.1690073013306","13.9305839538574","14.0967302322388","14.7989168167114","14.686710357666","15.3090171813965","15.1373510360718","15.1917314529419","15.4210720062256","15.2347688674927","15.2296237945557","15.2887344360352","15.1756076812744","15.3431043624878","15.3788661956787","15.0640153884888","15.2539520263672","15.384970664978","15.3578214645386","15.359375","15.4628915786743","15.6454629898071","14.2384071350098","14.5508413314819","",
"Channel Islands","CHI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5188302993774","14.1324195861816","15.0246200561523","15.7599897384644","14.5041399002075","15.1703701019287","15.6522197723389","16.4279098510742","","17.4505996704102","17.6372203826904","17.0210494995117","16.199089050293","16.2312793731689","16.746410369873","17.4011306762695","17.0356101989746","17.8533096313477","17.7475700378418","19.6660995483398","19.6776504516602","19.9210090637207","19.5937099456787","21.1555995941162","21.3112392425537","21.3660697937012","21.2335300445557","19.3549995422363","","",
"China","CHN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4963903427124","9.32388019561768","8.41512966156006","14.2963151931763","13.5135316848755","13.5520687103271","13.0780954360962","14.4071683883667","13.3154048919678","12.7526111602783","12.2598295211792","12.2695617675781","12.1552953720093","11.4506902694702","11.2266368865967","10.5329275131226","10.8503179550171","",
"Cote d'Ivoire","CIV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2201499938965","18.8147506713867","21.6711807250977","20.8069496154785","23.2020301818848","22.5923004150391","22.648229598999","22.1071605682373","21.8456897735596","20.0178909301758","20.755880355835","21.5269107818604","22.1895599365234","22.7727508544922","22.4268608093262","20.8587608337402","21.5747299194336","21.7667808532715","21.1732196807861","22.3875999450684","20.6334991455078","18.2889003753662","20.3154296875","18.9351291656494","16.5771293640137","16.3901405334473",
"Cameroon","CMR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6836996078491","15.7333097457886","","21.4420204162598","20.8471202850342","21.3776092529297","20.3126602172852","21.3793392181396","15.7006101608276","19.7797908782959","18.7538890838623","14.8677701950073","15.1762199401855","13.8249502182007","12.8797597885132","13.243989944458","12.6946897506714","15.9128103256226","16.8831596374512","14.1786985397339","14.4511222839355","15.0479040145874","12.766975402832",
"Congo, Dem. Rep.","COD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57849979400635","","","16.1747398376465","10.5539197921753","11.7383699417114","14.6354198455811","14.0076599121094","","","","21.6123027801514","18.4080238342285",
"Congo, Rep.","COG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4124698638916","14.7077798843384","","","14.1265296936035","","","","9.05484962463379","9.5199499130249","8.56180953979492","7.59781980514526","","","","","24.7277793884277","","9.32130146026611","14.7248983383179","6.55592012405396","7.95039987564087","12.8548784255981","15.68577003479","15.5829000473022","17.9308891296387","18.2882461547852","17.8783512115479","16.6348667144775",
"Colombia","COL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","18.0922908782959","16.4075202941895","","","","17.2254505157471","","","","","","","","","12.475359916687","13.1519298553467","13.2963895797729","13.5705299377441","15.3020601272583","15.5395002365112","15.4174203872681","15.5314502716064","13.7713203430176","14.4981698989868","13.8549098968506","15.4508800506592","15.926830291748","14.772029876709","15.0223398208618","16.2627296447754","14.8089799880981","14.2927303314209","14.9271898269653","15.4687404632568","12.8371896743774","13.7191095352173","15.6797199249268","","",
"Comoros","COM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1350708007812","","","","15.789719581604","","","","","","29.2331199645996","","","21.4148693084717","18.4915103912354","16.0707302093506","18.8928909301758","13.3536500930786","","","","","11.4759645462036","10.2856864929199","10.4760227203369",
"Cabo Verde","CPV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2559204101562","16.7619400024414","","","19.7662296295166","","20.8404808044434","","17.5405807495117","18.3287506103516","18.2409896850586","15.886549949646","14.2168998718262","15.1532802581787","16.121675491333","14.7782297134399","16.282190322876","16.7482299804688","17.8430099487305","16.4125804901123","17.5685405731201","15.1536998748779","17.0901870727539","15.1129817962646","",
"Costa Rica","CRI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0824565887451","",
"Caribbean small states","CSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9058904647827","13.8518800735474","16.3537693023682","12.7515697479248","12.7980003356934","16.7000198364258","15.129720211029","14.4104752540588","13.716215133667","8.92667007446289","11.2300395965576","14.2638602256775","16.0782899856567","16.3245697021484","13.6362051963806","11.7330198287964","14.2693700790405","","17.1730499267578","19.1193809509277","17.5528392791748","16.1029396057129","18.5819301605225","13.914598941803","14.7973833084106","15.1567358970642","14.3762254714966","14.7895889282226","14.1447229385376","14.1778707504273","13.9673871994019","11.7162704467773","13.7222099304199","8.58953094482422",
"Cuba","CUB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4788303375244","16.5196533203125","15.8017377853394","15.2635679244995","14.9375658035278","13.5649137496948","12.6599740982056","14.2259435653687","16.6611003875732","","",
"Curacao","CUW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1375484466553","21.858772277832","","19.5018730163574","13.7020921707153","","","","16.4101276397705","14.6464796066284","12.4153747558594",
"Cayman Islands","CYM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9241704940796","14.9581575393677","","","12.5284643173218",
"Cyprus","CYP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.275146484375","14.8348302841187","14.9711894989014","14.9054288864136","14.9772434234619","14.7767457962036","14.5130062103271","14.5829057693481","14.9054718017578","14.9483184814453","14.4089345932007","14.4986753463745","14.7981653213501","15.5970468521118","15.0933561325073","15.5240621566772","14.8708009719849","14.0066299438477","14.7843351364136","11.3143348693848","13.863242149353","14.6343183517456","14.4133911132812","11.7928562164307","13.5074253082275","12.9371271133423","12.7362098693848","",
"Czechia","CZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.82418346405029","11.3067626953125","11.0102977752686","10.734224319458","10.2491369247437","10.7525682449341","10.4524850845337","11.0171871185303","10.6412544250488","11.2805690765381","11.2287092208862","11.8212118148804","10.6711826324463","10.5268926620483","10.4351472854614","10.585657119751","10.6301145553589","10.1663341522217","10.6200428009033","10.6447257995605","10.4988613128662","9.93392562866211","10.4360103607178","11.2675294876099","11.8427038192749","10.743049621582","10.8769035339355","",
"Germany","DEU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.46196365356445","9.04996490478516","9.23796844482422","9.16286087036133","7.50564336776733","8.57922649383545","8.70657253265381","8.63432598114014","8.58439826965332","8.52844333648682","8.75545024871826","8.7079610824585","8.64251327514648","8.77161598205566","8.78028964996338","8.90677928924561","9.04431533813477","8.92984580993652","9.01806831359863","9.11344146728516","9.51164531707764","9.51723003387451","9.7097110748291","9.74810409545898","9.63814353942871","9.4778299331665","9.48073101043701","9.63820171356201","9.71987533569336","9.19867610931396","8.84707832336426","",
